 fin00_e006_1arc_v3.tif,n00_e006_1arc_v3.gpgc,8396341,163282,51.422330691686774,3.6660942431343506,0.9440820007341226
n00_e009_1arc_v3.tif,n00_e009_1arc_v3.gpgc,8396341,111226,75.48901336018557,5.890818497386825,3.8715323983539887
n00_e014_1arc_v3.tif,n00_e014_1arc_v3.gpgc,8396341,316078,26.564142395231556,6.730450526737594,8.472369587495391
n00_e017_1arc_v3.tif,n00_e017_1arc_v3.gpgc,8396341,12598,666.4820606445468,4.767327863691577,5.13322443314593
n00_e025_1arc_v3.tif,n00_e025_1arc_v3.gpgc,8396341,58114,144.4805210448429,6.649055513241461,8.232779667266147
n00_e035_1arc_v3.tif,n00_e035_1arc_v3.gpgc,8396341,969154,8.66357771829864,7.360080998910065,7.619154273149338
n25_w081_1arc_v3.tif,n25_w081_1arc_v3.gpgc,8396341,32914,255.09938020295314,5.722338001721368,3.6069292725133777
n26_w102_1arc_v3.tif,n26_w102_1arc_v3.gpgc,8396341,1230586,6.823042843003252,8.285314342450949,7.731064714562214
n26_w103_1arc_v3.tif,n26_w103_1arc_v3.gpgc,8396341,1402078,5.9884977868563665,8.12288849285626,7.336639768062695
n26_w104_1arc_v3.tif,n26_w104_1arc_v3.gpgc,8396341,506398,16.58051769556752,6.487386984735912,6.197111503004672
n26_w105_1arc_v3.tif,n26_w105_1arc_v3.gpgc,8396341,232906,36.05034219814002,5.97637831735775,6.678763602105978
n26_w108_1arc_v3.tif,n26_w108_1arc_v3.gpgc,8396341,2528878,3.320184287260991,11.13862523523926,9.519367115446977
n27_w079_1arc_v3.tif,n27_w079_1arc_v3.gpgc,8396341,1654,5076.385126964933,0.37985439516978653,0.08216995427740821
n27_w081_1arc_v3.tif,n27_w081_1arc_v3.gpgc,8396341,40090,209.43729109503616,3.8921072492619926,2.7345373122488787
n27_w101_1arc_v3.tif,n27_w101_1arc_v3.gpgc,8396341,135862,61.800510812442035,6.411954677128529,7.326938502673797
n27_w102_1arc_v3.tif,n27_w102_1arc_v3.gpgc,8396341,829834,10.118097113398584,7.771191212802826,7.332042958387082
n27_w104_1arc_v3.tif,n27_w104_1arc_v3.gpgc,8396341,537322,15.626274375514123,6.675419981842921,6.709440622843108
n27_w111_1arc_v3.tif,n27_w111_1arc_v3.gpgc,8396341,310738,27.020644401392815,5.109824503212191,2.324556247041424
n27_w112_1arc_v3.tif,n27_w112_1arc_v3.gpgc,8396341,10222,821.3990412835061,5.224641964807115,2.29657123054962
n27_w113_1arc_v3.tif,n27_w113_1arc_v3.gpgc,8396341,1027846,8.168870628479363,7.962484112188135,4.8276347777443585
n28_w081_1arc_v3.tif,n28_w081_1arc_v3.gpgc,8396341,41074,204.41985197448508,2.788436422042229,1.2231361509412486
n28_w112_1arc_v3.tif,n28_w112_1arc_v3.gpgc,8396341,232930,36.046627742240155,5.885585900543598,4.072768813525372
n31_w109_1arc_v3.tif,n31_w109_1arc_v3.gpgc,8396341,701242,11.973528396758894,6.936750098370504,6.838280973857374
n31_w110_1arc_v3.tif,n31_w110_1arc_v3.gpgc,8396341,917566,9.150667090977652,7.343372630682751,7.501180631766312
n31_w111_1arc_v3.tif,n31_w111_1arc_v3.gpgc,8396341,853270,9.840192436157372,7.195565216307701,7.6053536641666675
n31_w112_1arc_v3.tif,n31_w112_1arc_v3.gpgc,8396341,798106,10.520333138705887,6.992034125698729,7.376245671805665
n31_w113_1arc_v3.tif,n31_w113_1arc_v3.gpgc,8396341,338926,24.773375309064516,6.213686086927821,6.805523148870506
n31_w114_1arc_v3.tif,n31_w114_1arc_v3.gpgc,8396341,149386,56.20567523061063,5.581415724701766,4.0613211118249035
n31_w116_1arc_v3.tif,n31_w116_1arc_v3.gpgc,8396341,1372822,6.1161177486957525,8.133969674652683,7.349484101330981
n31_w117_1arc_v3.tif,n31_w117_1arc_v3.gpgc,8396341,962146,8.726680774019743,7.390410059838564,5.8346455199969665
n32_w099_1arc_v3.tif,n32_w099_1arc_v3.gpgc,8396341,87334,96.14057526278425,6.296243701115821,7.4736970750840355
n32_w116_1arc_v3.tif,n32_w116_1arc_v3.gpgc,8396341,385918,21.756800667499313,7.273500257237516,6.419921474535509
n32_w117_1arc_v3.tif,n32_w117_1arc_v3.gpgc,8396341,1500238,5.596672661271079,7.876426097685339,7.640965935629909
n32_w118_1arc_v3.tif,n32_w118_1arc_v3.gpgc,8396341,92650,90.62429573664328,3.8416722993268633,1.5140413398153858
n33_w097_1arc_v3.tif,n33_w097_1arc_v3.gpgc,8396341,6178,1359.0710585950146,6.186698556914159,7.672786634632739
